country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
France,FR,FRA,67012883,30,0,3/2/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,1/2/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,5/23/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,9/4/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,5/6/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2,0,8/10/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,10/12/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2/14/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,582,9,4/5/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,267,12,7/15/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,39,0,3/23/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1,0,5/31/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,44,0,9/29/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,3/2/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,1/4/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,8/10/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,961,27,5/22/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,1,0,4/21/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,4020,599,4/6/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,173,15,7/3/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,12,0,4/23/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,945,6,5/22/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,7,0,3/9/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,7,0,10/20/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,1/20/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,167,4,9/15/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,5,0,5/9/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,1/27/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,6/20/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,2/6/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,6,2,5/23/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,9,0,3/17/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,248,2,6/1/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,203,5,10/15/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,1034,9,9/15/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,49,1,4/30/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,64,0,3/15/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,750,5,6/12/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,287,4,10/7/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,52,0,3/29/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2/22/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,86,2,9/20/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,144,1,10/3/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,1377,4,9/11/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,1/7/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,199,7,7/8/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,1/9/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,201,3,8/13/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,9/25/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,14,0,7/26/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,19,0,10/25/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,19,0,7/25/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,3,0,6/29/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,5429,0,8/27/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,235,0,10/10/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,9/14/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,3/3/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,1/17/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2/16/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,5,0,7/7/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,235,8,7/8/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,68,0,9/25/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,13,0,6/3/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,310,3,9/16/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,11,0,3/24/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,77,2,3/9/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,1,6/5/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,265,2,9/26/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,8/5/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,93,2,9/24/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,1/11/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,458,28,6/18/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,1/12/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2/4/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1,0,2/8/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,1/10/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,1263,13,10/21/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,936,25,4/24/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,1/18/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,1,0,10/3/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,442,2,10/2/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,10/6/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5241,119,8/8/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,685,26,7/16/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,799,83,4/30/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,1/23/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,310,24,4/13/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,402,2,7/11/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,3/6/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,9/29/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,1/16/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,553,0,9/24/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,313,25,4/23/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,1124,54,4/3/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,20,0,7/3/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,260,1,8/9/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1339,47,9/5/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,6/24/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,17,0,3/20/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,78,13,4/15/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,145,12,6/10/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,119,2,6/26/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,3,0,3/12/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,247,2,8/21/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,3/2/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,13,1,4/25/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,76,1,3/25/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2/27/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,126,0,8/2/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,12,0,10/1/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,522,107,4/30/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,6,0,4/26/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2/22/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2/22/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,0,9/7/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,56,0,4/16/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,105,4,6/13/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,90,3,7/4/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,64,3,6/30/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,52,1,4/17/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,58,2,3/30/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,3,0,7/14/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,36,0,6/5/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,7830,33,10/17/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,4/29/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,3/11/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,5/18/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,7,0,5/17/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,66,0,10/12/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,33,1,5/30/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,115,4,10/21/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,6/11/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,102,5,6/3/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1444,369,5/7/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,1,0,3/1/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,4/18/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,1,0,4/26/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2/10/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,198,33,5/21/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,19,0,4/25/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1268,3,9/12/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,5,0,5/8/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,3/4/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,95,4,3/29/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,8/6/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,4/1/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,1/15/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,1/6/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,24,0,7/20/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,7,0,8/9/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,7/20/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,11,0,5/28/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,547,8,8/22/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,7/10/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,5,0,5/23/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,5/24/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,270,72,6/7/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,3/2/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1715,1,8/31/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,15,0,7/29/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,6/7/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1364,104,5/26/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,302,6,4/5/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,1/27/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,111,3,4/16/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,1/23/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,9/4/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,1306,15,9/29/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2/14/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,5/31/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,807,23,7/9/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,875,4,7/15/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,421,11,9/10/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,610,54,5/22/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,139,0,3/18/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,4537,683,4/10/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,175,5,6/12/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,2/1/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,6/20/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,553,9,5/9/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,1/30/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,3/2/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2/14/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,328,9,7/6/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,402,2,8/9/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,213,5,10/1/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,20,0,4/17/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,104,1,4/10/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,1/20/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,139,6,7/21/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,3,0,3/7/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,142,5,8/21/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,207,3,7/15/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,3,0,3/11/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2/6/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,15,2,5/21/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,68,1,4/4/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,121,6,9/22/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,168,4,10/12/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,36,0,3/26/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,93,2,8/13/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,126,4,7/27/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2/8/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,62,2,6/6/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,39,1,6/27/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,6/18/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,367,1,8/26/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,1,0,6/9/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,342,29,6/3/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,1/31/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,228,4,10/12/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,4316,527,4/6/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2458,184,4/19/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,6/13/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,9/11/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,10,1,5/14/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,6/30/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,5/31/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,879,8,8/4/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,3,0,6/11/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,131,1,9/7/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,10/11/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1391,14,9/23/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,3,0,3/23/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,560,10,9/11/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2066,47,10/23/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,1/12/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,260,2,9/21/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,39,0,9/4/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1449,14,8/14/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,1121,18,10/9/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,115,1,10/25/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,3/3/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,7978,16,10/17/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,1/17/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,190,17,4/21/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,19851,231,10/23/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,16,0,3/20/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,290,0,9/20/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,3228,68,9/19/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,109,1,8/11/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,51,0,3/18/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,1061,26,8/5/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,187,9,5/15/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,84,0,8/27/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,1/11/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2/21/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,6,0,8/11/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,968,2,10/15/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,133,0,9/11/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,3,0,6/14/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1328,50,8/16/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,9/27/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,263,7,3/28/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,3/9/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,26,0,3/24/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,7/7/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,1,0,6/5/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,260,3,3/26/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,952,4,5/14/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,11,0,3/17/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,280,5,10/2/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,6,0,7/19/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2,0,3/3/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2/9/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,0,6/28/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2/10/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,1/8/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,115,0,8/19/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,43,0,9/25/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,1/5/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,4,0,7/31/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,621,8,10/17/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2/16/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,596,7,6/5/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,37,3,4/16/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,239,3,5/16/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,93,2,6/26/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,396,10,4/4/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,5/1/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,5,0,8/13/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,37,0,7/29/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,213,11,6/2/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,3,0,1/29/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,9,0,6/15/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,1/30/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,5,0,3/27/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,17,0,3/23/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1453,1,9/4/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,1/4/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,61,0,6/1/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,18,0,3/2/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,7,0,5/29/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,7/10/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,8,0,6/1/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,6/7/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,3,0,10/21/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,22,0,10/16/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,9/11/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,1/3/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,23,0,10/1/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,13,0,6/1/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2/20/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,1/23/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2/23/2020,"Epidemic intelligence, national daily data"
